Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
3358	All Data	Stu_680805d1621164e89555927288929d28	 L1a	la littérature	2	Opp#2 ANSWER	2007-01-09 18:42:55	2007-01-09 18:43:35	2007-01-09 18:43:35	2007-01-09 18:43:35	40	40	.	correct	0	0	1	.	Single-KC	36	0.1877			
3359	All Data	Stu_680805d1621164e89555927288929d28	 L1a	le livre	2	Opp#2 ANSWER	2007-01-09 18:43:35	2007-01-09 18:43:42	2007-01-09 18:43:42	2007-01-09 18:43:42	7	7	.	correct	0	0	1	.	Single-KC	37	0.1876			
3360	All Data	Stu_680805d1621164e89555927288929d28	 L1a	sciences-éco	2	Opp#2 ANSWER	2007-01-09 18:43:42	2007-01-09 18:43:59	2007-01-09 18:43:59	2007-01-09 18:43:59	17	17	.	correct	0	0	1	.	Single-KC	38	0.1874			
3361	All Data	Stu_680805d1621164e89555927288929d28	 L1a	un appartement	2	Opp#2 ANSWER	2007-01-09 18:43:59	2007-01-09 18:44:06	2007-01-09 18:44:06	2007-01-09 18:44:06	7	7	.	correct	0	0	1	.	Single-KC	39	0.1873			
3362	All Data	Stu_680805d1621164e89555927288929d28	 L1a	un mois	2	Opp#2 ANSWER	2007-01-09 18:44:06	2007-01-09 18:44:12	2007-01-09 18:44:12	2007-01-09 18:44:12	6	6	.	correct	0	0	1	.	Single-KC	40	0.1872			
3363	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Au revoir, monsieur.	1	Opp#1 ANSWER	2007-01-09 18:44:12	2007-01-09 18:45:55	2007-01-09 18:45:55	2007-01-09 18:45:55	103	103	.	correct	0	0	1	.	Single-KC	41	0.1871	KC425	1	
3364	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Bonjour, Madame.	1	Opp#1 ANSWER	2007-01-09 18:45:55	2007-01-09 18:46:01	2007-01-09 18:46:01	2007-01-09 18:46:01	6	6	.	correct	0	0	1	.	Single-KC	42	0.1869	KC159	1	
3365	All Data	Stu_680805d1621164e89555927288929d28	 L1b	C'est moi.	1	Opp#1 ANSWER	2007-01-09 18:46:01	2007-01-09 18:46:09	2007-01-09 18:46:09	2007-01-09 18:46:09	8	8	.	correct	0	0	1	.	Single-KC	43	0.1868	KC263	1	
3366	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Comment allez-vous, Madame?	1	Opp#1 ANSWER	2007-01-09 18:46:09	2007-01-09 18:47:10	2007-01-09 18:47:10	2007-01-09 18:47:10	61	61	.	correct	0	0	1	.	Single-KC	44	0.1867	KC257	1	
3367	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Elles vont à Paris.	1	Opp#1 ANSWER	2007-01-09 18:47:10	2007-01-09 18:47:33	2007-01-09 18:47:33	2007-01-09 18:47:33	23	23	.	correct	0	0	1	.	Single-KC	45	0.1866	KC300	1	
3368	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Elle va aux Antilles.	1	Opp#1 ANSWER	2007-01-09 18:47:33	2007-01-09 18:48:32	2007-01-09 18:48:32	2007-01-09 18:48:32	59	59	.	correct	0	0	1	.	Single-KC	46	0.1865	KC358	1	
3369	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Et vous, vous êtes américains?	1	Opp#1 ANSWER	2007-01-09 18:48:32	2007-01-09 18:49:34		2007-01-09 18:52:00	208	.	208	incorrect	2	0	0	.	Single-KC	47	0.1863	KC170	1	
3370	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Je vais à la plage.	1	Opp#1 ANSWER	2007-01-09 18:52:00	2007-01-09 18:52:27		2007-01-09 18:52:47	47	.	47	incorrect	2	0	0	.	Single-KC	48	0.1862	KC219	1	
3371	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Nous étudions.	1	Opp#1 ANSWER	2007-01-09 18:52:47	2007-01-09 18:53:41	2007-01-09 18:53:41	2007-01-09 18:53:41	54	54	.	correct	0	0	1	.	Single-KC	49	0.1861	KC270	1	
3372	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Nous sommes étudiants.	1	Opp#1 ANSWER	2007-01-09 18:53:41	2007-01-09 18:54:09	2007-01-09 18:54:09	2007-01-09 18:54:09	28	28	.	correct	0	0	1	.	Single-KC	50	0.1860	KC252	1	
3373	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Où est-il?	1	Opp#1 ANSWER	2007-01-09 18:54:09	2007-01-09 18:54:54	2007-01-09 18:54:54	2007-01-09 18:54:54	45	45	.	correct	0	0	1	.	Single-KC	51	0.1858	KC413	1	
3374	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Oui, ça va.	1	Opp#1 ANSWER	2007-01-09 18:54:54	2007-01-09 18:55:08	2007-01-09 18:55:08	2007-01-09 18:55:08	14	14	.	correct	0	0	1	.	Single-KC	52	0.1857	KC18	1	
3375	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Qu'est-ce que tu étudies?	1	Opp#1 ANSWER	2007-01-09 18:55:08	2007-01-09 18:55:38	2007-01-09 18:55:38	2007-01-09 18:55:38	30	30	.	correct	0	0	1	.	Single-KC	53	0.1856	KC268	1	
3376	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Quelle est ta musique favorite?	1	Opp#1 ANSWER	2007-01-09 18:55:38	2007-01-09 18:56:04		2007-01-09 18:56:26	48	.	48	incorrect	2	0	0	.	Single-KC	54	0.1855	KC172	1	
3377	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Tu vas bien.	1	Opp#1 ANSWER	2007-01-09 18:56:26	2007-01-09 18:56:35	2007-01-09 18:56:35	2007-01-09 18:56:35	9	9	.	correct	0	0	1	.	Single-KC	55	0.1854	KC28	1	
3378	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Vous êtes de Montréal.	1	Opp#1 ANSWER	2007-01-09 18:56:35	2007-01-09 18:57:02	2007-01-09 18:57:02	2007-01-09 18:57:02	27	27	.	correct	0	0	1	.	Single-KC	56	0.1852	KC236	1	
3379	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Et vous, vous êtes américains?	2	Opp#2 ANSWER	2007-01-09 18:57:02	2007-01-09 18:57:28	2007-01-09 18:57:28	2007-01-09 18:57:28	26	26	.	correct	0	0	1	.	Single-KC	57	0.1851	KC348	1	
3380	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Je vais à la plage.	2	Opp#2 ANSWER	2007-01-09 18:57:28	2007-01-09 18:57:52	2007-01-09 18:57:52	2007-01-09 18:57:52	24	24	.	correct	0	0	1	.	Single-KC	58	0.1850	KC355	1	
3381	All Data	Stu_680805d1621164e89555927288929d28	 L1b	Quelle est ta musique favorite?	2	Opp#2 ANSWER	2007-01-09 18:57:52	2007-01-09 18:58:10	2007-01-09 18:58:10	2007-01-09 18:58:10	18	18	.	correct	0	0	1	.	Single-KC	59	0.1849	KC151	1	
3382	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	aux îles du Pacifique	1	Opp#1 ANSWER	2005-04-10 19:49:06	2005-04-10 19:49:06		2005-04-10 19:49:19	13	.	13	incorrect	3	0	0	.	Single-KC	1	0.8753	KC302	1	
3383	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	l'automne	1	Opp#1 ANSWER	2005-04-10 19:49:19	2005-04-10 19:49:30		2005-04-10 19:49:45	26	.	26	incorrect	3	0	0	.	Single-KC	2	0.8752	KC157	1	
3384	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	un gros bébé	1	Opp#1 ANSWER	2005-04-10 19:49:45	2005-04-10 19:49:55		2005-04-10 19:50:06	21	.	21	incorrect	3	0	0	.	Single-KC	3	0.8751	KC153	1	
3385	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux jeunes chats	1	Opp#1 ANSWER	2005-04-10 19:50:06	2005-04-10 19:50:24		2005-04-10 19:50:40	34	.	34	incorrect	3	0	0	.	Single-KC	4	0.8750	KC346	1	
3386	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux mauvais garçons	1	Opp#1 ANSWER	2005-04-10 19:50:40	2005-04-10 19:50:48		2005-04-10 19:51:08	28	.	28	incorrect	3	0	0	.	Single-KC	5	0.8750	KC77	1	
3387	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	un homme grand	1	Opp#1 ANSWER	2005-04-10 19:51:08	2005-04-10 19:51:26		2005-04-10 19:51:33	25	.	25	incorrect	3	0	0	.	Single-KC	6	0.8749	KC297	1	
3388	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	un joli sourire	1	Opp#1 ANSWER	2005-04-10 19:51:33	2005-04-10 19:51:44		2005-04-10 19:51:52	19	.	19	incorrect	3	0	0	.	Single-KC	7	0.8748	KC378	1	
3389	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	l'étudiant canadien	1	Opp#1 ANSWER	2005-04-10 19:51:52	2005-04-10 19:52:06		2005-04-10 19:52:30	38	.	38	incorrect	3	0	0	.	Single-KC	8	0.8747	KC420	1	
3390	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	l'hiver	1	Opp#1 ANSWER	2005-04-10 19:52:30	2005-04-10 19:52:40		2005-04-10 19:52:43	13	.	13	incorrect	3	0	0	.	Single-KC	9	0.8746	KC171	1	
3391	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	la Guadeloupe	1	Opp#1 ANSWER	2005-04-10 19:52:43	2005-04-10 19:52:52		2005-04-10 19:52:57	14	.	14	incorrect	3	0	0	.	Single-KC	10	0.8745	KC17	1	
3392	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	un grand homme	1	Opp#1 ANSWER	2005-04-10 19:52:57	2005-04-10 19:53:13	2005-04-10 19:53:13	2005-04-10 19:53:13	16	16	.	correct	0	0	1	.	Single-KC	11	0.8744	KC248	1	
3393	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	une belle femme	1	Opp#1 ANSWER	2005-04-10 19:53:13	2005-04-10 19:53:21		2005-04-10 19:53:25	12	.	12	incorrect	2	0	0	.	Single-KC	12	0.8743	KC438	1	
3394	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	le cinq septembre	1	Opp#1 ANSWER	2005-04-10 19:53:25	2005-04-10 19:53:35		2005-04-10 19:53:36	11	.	11	incorrect	3	0	0	.	Single-KC	13	0.8743	KC306	1	
3395	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	cinquante-cinq	1	Opp#1 ANSWER	2005-04-10 19:53:36	2005-04-10 19:54:03		2005-04-10 19:54:05	29	.	29	incorrect	3	0	0	.	Single-KC	14	0.8742	KC234	1	
3396	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	cinquante-quatre	1	Opp#1 ANSWER	2005-04-10 19:54:05	2005-04-10 19:54:15		2005-04-10 19:54:19	14	.	14	incorrect	3	0	0	.	Single-KC	15	0.8741	KC105	1	
3397	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	une grosse voiture	1	Opp#1 ANSWER	2005-04-10 19:54:19	2005-04-10 19:54:34		2005-04-10 19:54:49	30	.	30	incorrect	3	0	0	.	Single-KC	16	0.8740	KC190	1	
3398	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	un grand écrivain	1	Opp#1 ANSWER	2005-04-10 19:54:49	2005-04-10 19:55:00		2005-04-10 19:55:04	15	.	15	incorrect	3	0	0	.	Single-KC	17	0.8739	KC85	1	
3399	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	départements d'outre-mer	1	Opp#1 ANSWER	2005-04-10 19:55:04	2005-04-10 19:55:18		2005-04-10 19:55:27	23	.	23	incorrect	3	0	0	.	Single-KC	18	0.8738	KC366	1	
3400	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux bonnes écoles	1	Opp#1 ANSWER	2005-04-10 19:55:27	2005-04-10 19:55:36		2005-04-10 19:55:37	10	.	10	incorrect	3	0	0	.	Single-KC	19	0.8737	KC361	1	
3401	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux bons parents	1	Opp#1 ANSWER	2005-04-10 19:55:37	2005-04-10 19:55:45		2005-04-10 19:55:59	22	.	22	incorrect	3	0	0	.	Single-KC	20	0.8736	KC262	1	
3402	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux gros hommes	1	Opp#1 ANSWER	2005-04-10 19:55:59	2005-04-10 19:56:08		2005-04-10 19:56:13	14	.	14	incorrect	3	0	0	.	Single-KC	21	0.8735	KC274	1	
3403	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	une jeune femme	1	Opp#1 ANSWER	2005-04-10 19:56:13	2005-04-10 19:56:22		2005-04-10 19:56:37	24	.	24	incorrect	3	0	0	.	Single-KC	22	0.8735	KC439	1	
3404	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	une mauvaise voiture	1	Opp#1 ANSWER	2005-04-10 19:56:37	2005-04-10 19:56:51		2005-04-10 19:56:52	15	.	15	incorrect	3	0	0	.	Single-KC	23	0.8734	KC207	1	
3405	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	vingt-neuf	1	Opp#1 ANSWER	2005-04-10 19:56:52	2005-04-10 19:57:05		2005-04-10 19:57:13	21	.	21	incorrect	3	0	0	.	Single-KC	24	0.8733	KC3	1	
3406	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux vieilles femmes	1	Opp#1 ANSWER	2005-04-10 19:57:13	2005-04-10 19:57:23		2005-04-10 19:57:24	11	.	11	incorrect	3	0	0	.	Single-KC	25	0.8732	KC182	1	
3407	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux vieux hommes	1	Opp#1 ANSWER	2005-04-10 19:57:24	2005-04-10 19:57:30		2005-04-10 19:57:31	7	.	7	incorrect	3	0	0	.	Single-KC	26	0.8731	KC66	1	
3408	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	généreuse	1	Opp#1 ANSWER	2005-04-10 19:57:31	2005-04-10 19:57:37		2005-04-10 19:57:40	9	.	9	incorrect	3	0	0	.	Single-KC	27	0.8730	KC75	1	
3409	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	généreux	1	Opp#1 ANSWER	2005-04-10 19:57:40	2005-04-10 19:57:54		2005-04-10 19:57:57	17	.	17	incorrect	3	0	0	.	Single-KC	28	0.8729	KC49	1	
3410	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	les saisons et les mois	1	Opp#1 ANSWER	2005-04-10 19:57:57	2005-04-10 19:58:46		2005-04-10 19:58:47	50	.	50	incorrect	3	0	0	.	Single-KC	29	0.8728	KC235	1	
3411	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	notre chat	1	Opp#1 ANSWER	2005-04-10 19:58:47	2005-04-10 19:58:54		2005-04-10 19:58:56	9	.	9	incorrect	3	0	0	.	Single-KC	30	0.8727	KC73	1	
3412	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	quarante-et-un	1	Opp#1 ANSWER	2005-04-10 19:58:56	2005-04-10 19:59:03		2005-04-10 19:59:04	8	.	8	incorrect	3	0	0	.	Single-KC	31	0.8727	KC189	1	
3413	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	son frère	1	Opp#1 ANSWER	2005-04-10 19:59:04	2005-04-10 19:59:06		2005-04-10 19:59:23	19	.	19	incorrect	3	0	0	.	Single-KC	32	0.8726	KC415	1	
3414	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	trente-deux	1	Opp#1 ANSWER	2005-04-10 19:59:23	2005-04-10 19:59:29		2005-04-10 19:59:30	7	.	7	incorrect	3	0	0	.	Single-KC	33	0.8725	KC94	1	
3415	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	un beau jardin	1	Opp#1 ANSWER	2005-04-10 19:59:30	2005-04-10 19:59:34		2005-04-10 19:59:34	3.999	.	3.999	incorrect	3	0	0	.	Single-KC	34	0.8724	KC149	1	
3416	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	une bonne amie	1	Opp#1 ANSWER	2005-04-10 19:59:34	2005-04-10 19:59:42		2005-04-10 19:59:43	9	.	9	incorrect	3	0	0	.	Single-KC	35	0.8723	KC372	1	
3417	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L2a	deux grosses filles	1	Opp#1 ANSWER	2005-04-10 19:59:43	2005-04-10 19:59:53		2005-04-10 19:59:54	11	.	11	incorrect	3	0	0	.	Single-KC	36	0.8722	KC58	1	
3418	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	le monde autour de moi	1	Opp#1 ANSWER	2006-03-11 06:55:08	2006-03-11 06:55:08		2006-03-11 06:55:30	22	.	22	incorrect	3	0	0	.	Single-KC	37	0.8721	KC8	1	
3419	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	la France plurielle	1	Opp#1 ANSWER	2006-03-11 06:55:30	2006-03-11 06:55:38		2006-03-11 06:56:04	34	.	34	incorrect	3	0	0	.	Single-KC	38	0.8720	KC138	1	
3420	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	immigré clandestin	1	Opp#1 ANSWER	2006-03-11 06:56:04	2006-03-11 06:56:13		2006-03-11 06:56:14	10	.	10	incorrect	3	0	0	.	Single-KC	39	0.8719	KC362	1	
3421	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	se faire naturaliser	1	Opp#1 ANSWER	2006-03-11 06:56:14	2006-03-11 06:56:20		2006-03-11 06:56:26	12	.	12	incorrect	3	0	0	.	Single-KC	40	0.8718	KC330	1	
3422	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	quatre millions de musulmans	1	Opp#1 ANSWER	2006-03-11 06:56:26	2006-03-11 06:56:32		2006-03-11 06:56:40	14	.	14	incorrect	3	0	0	.	Single-KC	41	0.8718	KC115	1	
3423	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	immigré maghrébin	1	Opp#1 ANSWER	2006-03-11 06:56:40	2006-03-11 06:56:47		2006-03-11 06:56:49	9	.	9	incorrect	3	0	0	.	Single-KC	42	0.8717	KC194	1	
3424	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	se moderniser	1	Opp#1 ANSWER	2006-03-11 06:56:49	2006-03-11 06:56:54		2006-03-11 06:56:55	6	.	6	incorrect	3	0	0	.	Single-KC	43	0.8716	KC337	1	
3425	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	population juive	1	Opp#1 ANSWER	2006-03-11 06:56:55	2006-03-11 06:57:00		2006-03-11 06:57:10	15	.	15	incorrect	3	0	0	.	Single-KC	44	0.8715	KC332	1	
3426	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	juif français	1	Opp#1 ANSWER	2006-03-11 06:57:10	2006-03-11 06:57:19		2006-03-11 06:57:20	10	.	10	incorrect	3	0	0	.	Single-KC	45	0.8714	KC180	1	
3427	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	la mairie	1	Opp#1 ANSWER	2006-03-11 06:57:20	2006-03-11 06:57:28		2006-03-11 06:57:30	10	.	10	incorrect	3	0	0	.	Single-KC	46	0.8713	KC210	1	
3428	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	l'hôtel de ville	1	Opp#1 ANSWER	2006-03-11 06:57:30	2006-03-11 06:57:37		2006-03-11 06:57:38	8	.	8	incorrect	3	0	0	.	Single-KC	47	0.8712	KC162	1	
3429	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	le chômage	1	Opp#1 ANSWER	2006-03-11 06:57:38	2006-03-11 06:57:45		2006-03-11 06:57:46	8	.	8	incorrect	3	0	0	.	Single-KC	48	0.8711	KC286	1	
3430	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	la réduction des horaires du travail	1	Opp#1 ANSWER	2006-03-11 06:57:46	2006-03-11 06:57:49		2006-03-11 06:57:50	4	.	4	incorrect	3	0	0	.	Single-KC	49	0.8710	KC19	1	
3431	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	probable	1	Opp#1 ANSWER	2006-03-11 06:57:50	2006-03-11 06:57:55		2006-03-11 06:57:56	6	.	6	incorrect	3	0	0	.	Single-KC	50	0.8709	KC40	1	
3432	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	le partage du travail	1	Opp#1 ANSWER	2006-03-11 06:57:56	2006-03-11 06:58:01		2006-03-11 06:58:09	13	.	13	incorrect	3	0	0	.	Single-KC	51	0.8709	KC356	1	
3433	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	les chômeurs	1	Opp#1 ANSWER	2006-03-11 06:58:09	2006-03-11 06:58:14		2006-03-11 06:58:15	6	.	6	incorrect	3	0	0	.	Single-KC	52	0.8708	KC339	1	
3434	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	les étudiants	1	Opp#1 ANSWER	2006-03-11 06:58:15	2006-03-11 06:58:26		2006-03-11 06:58:31	16	.	16	incorrect	3	0	0	.	Single-KC	53	0.8707	KC382	1	
3435	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	maman et papa	1	Opp#1 ANSWER	2006-03-11 06:58:31	2006-03-11 06:58:37		2006-03-11 06:58:38	7	.	7	incorrect	3	0	0	.	Single-KC	54	0.8706	KC129	1	
3436	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	tout le monde	1	Opp#1 ANSWER	2006-03-11 06:58:38	2006-03-11 06:58:40		2006-03-11 06:58:44	6	.	6	incorrect	3	0	0	.	Single-KC	55	0.8705	KC224	1	
3437	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	le monde entier	1	Opp#1 ANSWER	2006-03-11 06:58:44	2006-03-11 06:58:50		2006-03-11 06:58:53	9	.	9	incorrect	3	0	0	.	Single-KC	56	0.8704	KC24	1	
3438	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Maman parle le français et un peu l'anglais.	1	Opp#1 ANSWER	2006-03-11 06:58:53	2006-03-11 06:58:59		2006-03-11 06:59:00	7	.	7	incorrect	3	0	0	.	Single-KC	57	0.8703	KC434	1	
3439	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Tu es catholique.	1	Opp#1 ANSWER	2006-03-11 06:59:00	2006-03-11 06:59:04		2006-03-11 06:59:04	3.999	.	3.999	incorrect	3	0	0	.	Single-KC	58	0.8702	KC47	1	
3440	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	C'est une musulmane.	1	Opp#1 ANSWER	2006-03-11 06:59:04	2006-03-11 06:59:08		2006-03-11 06:59:10	6	.	6	incorrect	3	0	0	.	Single-KC	59	0.8701	KC103	1	
3441	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Martine va chez elle .	1	Opp#1 ANSWER	2006-03-11 06:59:10	2006-03-11 06:59:15		2006-03-11 06:59:16	6	.	6	incorrect	3	0	0	.	Single-KC	60	0.8700	KC135	1	
3442	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Chantez pour nous.	1	Opp#1 ANSWER	2006-03-11 06:59:16	2006-03-11 06:59:24		2006-03-11 06:59:25	9	.	9	incorrect	3	0	0	.	Single-KC	61	0.8700	KC48	1	
3443	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Est-ce que vous savez taper?	1	Opp#1 ANSWER	2006-03-11 06:59:25	2006-03-11 06:59:31		2006-03-11 06:59:32	7	.	7	incorrect	3	0	0	.	Single-KC	62	0.8699	KC417	1	
3444	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Elle est étudiante aux beaux-arts.	1	Opp#1 ANSWER	2006-03-11 06:59:32	2006-03-11 06:59:38		2006-03-11 06:59:39	7	.	7	incorrect	3	0	0	.	Single-KC	63	0.8698	KC259	1	
3445	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 L4a1	Ayez confiance!	1	Opp#1 ANSWER	2006-03-11 06:59:39	2006-03-11 06:59:43		2006-03-11 06:59:44	5	.	5	incorrect	3	0	0	.	Single-KC	64	0.8697	KC282	1	
3446	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	quatre millions de musulmans	1	Opp#1 ANSWER	2006-04-12 00:47:01	2006-04-12 00:47:01		2006-04-12 00:47:01	0	.	0	incorrect	1	0	0	.	Single-KC	65	0.8696	KC84	1	
3447	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	l'hôtel de ville	1	Opp#1 ANSWER	2006-04-12 00:47:01	2006-04-12 00:47:36		2006-04-12 00:47:36	35	.	35	incorrect	1	0	0	.	Single-KC	66	0.8695	KC296	1	
3448	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	la réduction des horaires du travail	1	Opp#1 ANSWER	2006-04-12 00:47:36	2006-04-12 00:48:38		2006-04-12 00:48:38	62	.	62	incorrect	1	0	0	.	Single-KC	67	0.8694	KC52	1	
3449	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	le partage du travail	1	Opp#1 ANSWER	2006-04-12 00:48:38	2006-04-12 00:49:14		2006-04-12 00:49:14	36	.	36	incorrect	1	0	0	.	Single-KC	68	0.8693	KC195	1	
3450	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Maman parle le français et un peu l'anglais.	1	Opp#1 ANSWER	2006-04-12 00:49:14	2006-04-12 00:50:52		2006-04-12 00:50:52	98	.	98	incorrect	1	0	0	.	Single-KC	69	0.8692	KC128	1	
3451	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Tu es catholique.	1	Opp#1 ANSWER	2006-04-12 00:50:52	2006-04-12 00:51:14		2006-04-12 00:51:14	22	.	22	incorrect	1	0	0	.	Single-KC	70	0.8691	KC186	1	
3452	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	C'est une musulmane.	1	Opp#1 ANSWER	2006-04-12 00:51:14	2006-04-12 00:51:31		2006-04-12 00:51:31	17	.	17	incorrect	1	0	0	.	Single-KC	71	0.8690	KC69	1	
3453	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Martine va chez elle .	1	Opp#1 ANSWER	2006-04-12 00:51:31	2006-04-12 00:51:54		2006-04-12 00:51:54	23	.	23	incorrect	1	0	0	.	Single-KC	72	0.8690	KC375	1	
3454	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Chantez pour nous.	1	Opp#1 ANSWER	2006-04-12 00:51:54	2006-04-12 00:52:11		2006-04-12 00:52:11	17	.	17	incorrect	1	0	0	.	Single-KC	73	0.8689	KC106	1	
3455	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Est-ce que vous savez taper?	1	Opp#1 ANSWER	2006-04-12 00:52:11	2006-04-12 00:52:44		2006-04-12 00:52:44	33	.	33	incorrect	1	0	0	.	Single-KC	74	0.8688	KC377	1	
3456	All Data	Stu_72bac80c6ad80454405918899c4d9ecd	 4atest	Elle est étudiante aux beaux-arts.	1	Opp#1 ANSWER	2006-04-12 00:52:44	2006-04-12 00:53:21		2006-04-12 00:53:21	37	.	37	incorrect	1	0	0	.	Single-KC	75	0.8687	KC299	1	
